,Class,H00:00,H00:15,H00:30,H00:45,H01:00,H01:15,H01:30,H01:45,H02:00,H02:15,H02:30,H02:45,H03:00,H03:15,H03:30,H03:45,H04:00,H04:15,H04:30,H04:45,H05:00,H05:15,H05:30,H05:45,H06:00,H06:15,H06:30,H06:45,H07:00,H07:15,H07:30,H07:45,H08:00,H08:15,H08:30,H08:45,H09:00,H09:15,H09:30,H09:45,H10:00,H10:15,H10:30,H10:45,H11:00,H11:15,H11:30,H11:45,H12:00,H12:15,H12:30,H12:45,H13:00,H13:15,H13:30,H13:45,H14:00,H14:15,H14:30,H14:45,H15:00,H15:15,H15:30,H15:45,H16:00,H16:15,H16:30,H16:45,H17:00,H17:15,H17:30,H17:45,H18:00,H18:15,H18:30,H18:45,H19:00,H19:15,H19:30,H19:45,H20:00,H20:15,H20:30,H20:45,H21:00,H21:15,H21:30,H21:45,H22:00,H22:15,H22:30,H22:45,H23:00,H23:15,H23:30,H23:45
4650,5,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,2.5394,7.2065,5.3397,1.5827,0.39257,0.69593,0.95262,0.13588,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415,-0.21415
4651,4,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,1.3913,3.7414,3.5455,3.5455,4.1331,3.9372,3.7414,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128,-0.17544,-0.37128
4652,4,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,2.8126,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173,0.89764,-1.0173
4653,4,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,0.27001,6.5269,6.2289,2.9515,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588,-0.027932,-0.32588
4654,4,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,0.16881,0.014469,0.014469,0.014469,1.8665,2.7926,2.6382,2.7926,2.9469,2.9469,3.1012,2.9469,3.2556,3.1012,1.2492,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421,-0.44855,-0.29421
4655,4,-0.32928,-0.028224,-0.32928,-0.028224,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,0.27283,6.294,6.294,3.2834,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928,-0.028224,-0.32928
4656,4,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.20032,-0.20032,-0.20032,-0.20032,1.0817,4.0121,4.0121,4.0121,2.9132,3.6458,3.6458,1.6312,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032,-0.38347,-0.20032
4657,4,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,-1.0778,0.35927,3.2334,0.35927,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778,0.35927,1.7964,1.7964,3.2334,3.2334,3.2334,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,0.35927,-1.0778,0.35927,0.35927,0.35927,-1.0778
4658,4,0.58906,0.58906,0.58906,-0.98177,0.58906,0.58906,0.58906,-0.98177,0.58906,0.58906,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,3.7307,2.1599,3.7307,2.1599,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906,-0.98177,0.58906
4659,4,-0.42096,-0.24972,-0.42096,-0.24972,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,1.9764,3.5175,3.5175,3.0038,-0.24972,-0.24972,3.0038,3.0038,3.0038,3.0038,3.0038,1.4627,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972,-0.42096,-0.24972
4660,4,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.43763,-0.30123,-0.30123,-0.30123,-0.30123,-0.30123,0.92641,2.8361,2.8361,2.9725,2.6997,3.1089,2.8361,2.9725,2.6997,2.6997,2.9725,0.79001,-0.30123,-0.43763,-0.30123,-0.30123,-0.30123,-0.43763,-0.30123,-0.30123
4661,4,0.37511,0.37511,-0.95861,0.37511,0.37511,0.37511,-0.95861,0.37511,0.37511,0.37511,-0.95861,0.37511,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,3.0426,1.7088,3.0426,1.7088,3.0426,1.7088,3.0426,1.7088,1.7088,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861,0.37511,-0.95861
4662,4,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,6.1898,6.5003,3.0852,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.32986,-0.019404,-0.019404,-0.32986
4663,4,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.23798,-0.39774,-0.23798,-0.23798,-0.23798,-0.23798,3.117,3.117,3.2768,3.4366,3.2768,3.2768,3.2768,3.2768,1.0401,-0.23798,-0.39774,-0.23798,-0.39774,-0.23798,-0.23798,-0.39774,-0.23798,-0.39774
4664,4,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,-0.99532,0.11573,4.5599,2.3378,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,1.2268,1.2268,2.3378,2.3378,2.3378,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,1.2268,2.3378,2.3378,2.3378,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573,0.11573,-0.99532,0.11573,0.11573
4665,4,0.91506,-1.0814,0.91506,0.91506,0.91506,-1.0814,0.91506,0.91506,0.91506,0.91506,-1.0814,0.91506,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506,-1.0814,0.91506
4666,4,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.13647,-0.13647,-0.13647,-0.13647,-0.13647,3.3572,4.449,4.449,4.449,4.2306,0.51859,-0.35483,-0.13647,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483,-0.13647,-0.35483
4667,4,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.22592,-0.035672,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,-0.22592,0.15458,0.15458,2.0571,4.1499,3.9596,3.7694,2.2473,0.15458,3.7694,3.7694,1.2961,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592,-0.41618,-0.22592
4668,4,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,-0.4733,-0.33307,2.051,2.7522,2.7522,2.6119,2.7522,2.7522,2.8924,2.8924,2.3315,0.6486,2.8924,3.0326,0.92908,-0.052589,-0.052589,-0.052589,-0.19283,-0.33307,-0.19283,-0.33307,-0.19283,-0.19283
4669,4,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.022674,-0.33363,-0.022674,-0.022674,-0.33363,-0.022674,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,-0.022674,-0.33363,0.28828,-0.33363,0.59924,6.1964,6.5074,2.7759,0.28828,-0.022674,0.28828,-0.022674,-0.64458,-0.33363,-0.64458,-0.33363,-0.64458
4670,4,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.054299,3.5946,3.4208,3.5946,3.5946,2.8995,0.29321,0.29321,0.11946,3.5946,3.5946,1.162,-0.22805,-0.40181,-0.22805,-0.40181,-0.22805,-0.22805,-0.40181,-0.22805,-0.40181
4671,4,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,-0.24516,-0.40747,0.72871,2.5141,3.6503,3.6503,3.6503,3.0011,3.0011,3.0011,3.3257,0.89102,-0.40747,-0.24516,-0.24516,-0.24516,-0.40747,-0.24516,-0.24516,-0.24516,-0.40747,-0.24516,-0.24516,-0.24516
4672,4,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,-0.34493,-0.059471,1.6533,6.5061,6.2206,2.5097,-0.059471,-0.059471,-0.059471,-0.059471,-0.059471,-0.059471,-0.059471,-0.059471,-0.059471
4673,4,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,-0.23004,4.765,3.9764,0.29576,0.29576,3.9764,5.5537,2.1361,-0.23004,-0.49294,-0.23004,-0.49294,-0.23004
